Phone Number,Email,Department Code,Last Name,Matric Number,First Name,Middle Name
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
,,,,,,
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
9022421741,hussaynabdsamad07@gmail.com,AGRI,Huss,215017,huss,sjj
